"","id_stanice","prohlidky_celkem","docasne_zpusoblile_pocet","docasne_zpusobile_pct","nezpusobile_pocet","nezpusobile_pct","zpusobile_pocet","zpusobile_pct","blank","prum_poc_zavad_lehke","prum_poc_zavad_vazne","prum_poc_zavad_nebezpecne","druh_stk","psc","mesto","ulice","provozovatel","telefon","email","orp","okres","kraj"
"210",3649,3142,364,11.58,50,1.59,2728,86.82,NA,4.41,0.35,0.02,"OA","582 91","Světlá nad Sázavou","Zahrádecká 987","Šmíd a spol., v.o.s.","607844508","stksvetla@seznam.cz","Světlá nad Sázavou","Havlíčkův Brod","Vysočina"
"211",3701,3909,506,12.94,21,0.54,3382,86.52,NA,2.72,0.48,0.01,"OA, ZS","674 01","Třebíč","Brněnská 123","KTS-Třebíč s.r.o.","568821571","kts3701@volny.cz","Třebíč","Třebíč","Vysočina"
"212",3702,9278,778,8.39,90,0.97,8410,90.64,NA,4.23,0.26,0.02,"OA, TRA, ZS","796 86","Prostějov","Letecká 2","STKm Prostějov s.r.o.","582343614","dadak@stkmprostejov.cz","Prostějov","Prostějov","Olomoucký kraj"
"213",3703,7717,787,10.2,99,1.28,6831,88.52,NA,2.02,0.36,0.02,"OA, TRA, ZS","687 13","Březolupy","Březolupy 475","Autotest - Tour,  spol.s r.o.","572580118","stk-brezolupy@dekra.cz","Uherské Hradiště","Uherské Hradiště","Zlínský kraj"
"214",3706,5768,341,5.91,11,0.19,5416,93.9,NA,1.81,0.13,0.01,"OA, TRA, ZS","594 01","Velké Meziříčí","Jestřábec 2044","Autoklub Velké Meziříčí s.r.o.","566521170","stk3706@cbox.cz","Velké Meziříčí","Žďár nad Sázavou","Vysočina"
"215",3707,3573,307,8.59,37,1.04,3229,90.37,NA,3.28,0.32,0.02,"OA, TRA, ZS","679 72","Kunštát","Palackého 154","STK OA s.r.o.","516462184","stk.oa@tiscali.cz","Boskovice","Blansko","Jihomoravský kraj"
"216",3709,5126,318,6.2,7,0.14,4801,93.66,NA,2.96,0.17,0,"OA, NA, TRA, ZS","586 01","Jihlava","Znojemská 82","STK Jihlava a.s.","567 309 544","objednavky@stkjihlava.cz","Jihlava","Jihlava","Vysočina"
"217",3710,5861,106,1.81,14,0.24,5741,97.95,NA,2.72,0.04,0,"OA, NA, TRA, ZS","614 00","Brno","Kulkova 30","AZ SERVIS STK, s.r.o.","739095456","stk37.10@tiscali.cz","Brno-město","Brno-město","Jihomoravský kraj"
"218",3711,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS, ADR","674 01","Třebíč","Průmyslová čtvrť 154","TRADO-STK, s.r.o.","568 833 379","stk@trado.cz","Třebíč","Třebíč","Vysočina"
"219",3712,6945,557,8.02,44,0.63,6344,91.35,NA,1.5,0.21,0.01,"OA, TRA, ZS","767 01","Kroměříž","Bílanská 2595","CSAO, spol. s r.o.","573 340 824","csao-stk@quick.cz","Kroměříž","Kroměříž","Zlínský kraj"
"220",3713,12868,330,2.56,25,0.19,12513,97.24,NA,1.89,0.07,0,"OA, NA, TRA, ZS","763 02","Zlín-Malenovice","třída 3. května 1147","DEKRA CZ a.s.","577 105 353, 577 106 927","stkzlin@tiscali.cz","Zlín","Zlín","Zlínský kraj"
"221",3714,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS","586 01","Jihlava","Brtnická 23","DOPRAVNÍ PODNIK MĚSTA JIHLAVY, a.s.","567 301 325","stkdpmj@volny.cz","Jihlava","Jihlava","Vysočina"
"222",3715,8630,497,5.76,41,0.48,8092,93.77,NA,1.95,0.13,0.01,"OA, ZS","612 00","Brno","Sladkovského 7","STK Královo Pole, s.r.o.","541 212 116, 541 519 420","stk-brno@volny.cz","Brno-město","Brno-město","Jihomoravský kraj"
"223",3716,26,1,3.85,0,0,25,96.15,NA,6,0.35,0,"NA, TRA, ZS, ADR","618 00","Brno","Hájecká 14","ČSAD Brno-Černovice a.s.","548122402","stk3716@best-transport.cz","Brno-město","Brno-město","Jihomoravský kraj"
"224",3717,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",3718,16,2,12.5,1,6.25,13,81.25,NA,1.25,0.88,0.12,"NA, TRA, ZS","679 01","Skalice nad Svitavou","Skalice nad Svitavou 169","AGROAKCIA, s.r.o.","516 469 381, 516 469 311","agroakcia@tiscali.cz","Boskovice","Blansko","Jihomoravský kraj"
"226",3719,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS","686 03","Staré Město","Luční čtvrť 1824","HESPO s.r.o.","572 541 573","stk.uh@worldonline.cz","Uherské Hradiště","Uherské Hradiště","Zlínský kraj"
"227",3720,13001,803,6.18,108,0.83,12090,92.99,NA,2.21,0.16,0.01,"OA, NA, TRA, ZS","695 01","Hodonín","Měšťanská 4339/146A","ESTEKO a.s.","518351102","esteko@quick.cz","Hodonín","Hodonín","Jihomoravský kraj"
"228",3721,7987,566,7.09,169,2.12,7252,90.8,NA,1.79,0.22,0.03,"OA, NA, TRA, ZS","693 01","Hustopeče","Hybešova 14","INTERTEC s.r.o.","519402840","hlavka@agrotec.cz","Břeclav","Břeclav","Jihomoravský kraj"
"229",3722,4258,161,3.78,37,0.87,4060,95.35,NA,1.45,0.12,0.01,"OA, NA, TRA, ZS","662 93","Brno","Opavská 26/8","DEKRA CZ a.s.","543 217 079, 542 154 471","stk-brno@dekra.cz","Brno-město","Brno-město","Jihomoravský kraj"
"230",3723,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS","796 07","Prostějov","Za Olomouckou ul., ar.DS","STK nákladních vozidel Olomouc, s.r.o.","582365959","stk-prostejov@volny.cz","Prostějov","Prostějov","Olomoucký kraj"
"231",3724,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS","591 01","Žďár nad Sázavou","Jihlavská 759/4","František Chroust - STK","566629708","stkzr@seznam.cz","Žďár nad Sázavou","Žďár nad Sázavou","Vysočina"
"232",3725,8100,235,2.9,50,0.62,7815,96.48,NA,2.65,0.09,0.01,"OA, NA, TRA, ZS","684 01","Slavkov u Brna","Čs. armády 217","STK Slavkov spol. s r.o.","544220044","stk.slavkov@seznam.cz","Slavkov u Brna","Vyškov","Jihomoravský kraj"
"233",3726,4859,181,3.73,19,0.39,4659,95.88,NA,2.05,0.08,0,"OA, TRA","664 34","Kuřim","Tišnovská 1968/33","BĚLOHRADSKÝ spol. s r.o.","541210437","stkkurim@seznam.cz","Kuřim","Brno-venkov","Jihomoravský kraj"
"234",3727,8398,319,3.8,91,1.08,7988,95.12,NA,2.43,0.21,0.02,"OA, TRA, ZS","687 61","Vlčnov","Vlčnov 556","STK Vlčnov, s.r.o.","572675180","stk.vlc@tiscali.cz","Uherský Brod","Uherské Hradiště","Zlínský kraj"
"235",3728,6176,530,8.58,67,1.08,5579,90.33,NA,2.48,0.26,0.01,"OA, TRA, ZS","680 01","Boskovice","Dřevařská 2250","Auto STK  spol.s.r.o.","516453191","info@stk-boskovice.cz","Boskovice","Blansko","Jihomoravský kraj"
"236",3729,12,1,8.33,0,0,11,91.67,NA,0.83,0.5,0,"NA, TRA, ZS","767 01","Kroměříž","Hulínská 2383","KM AUTEXIM, spol. s r.o.","573 326 280, 573 326 281","stk@kromexim.cz","Kroměříž","Kroměříž","Zlínský kraj"
"237",3730,4699,582,12.39,31,0.66,4086,86.95,NA,4.24,0.38,0.01,"OA, NA, TRA, ADR, ZS","676 02","Moravské Budějovice","Lažínky 71","Smetana a Smetana s.r.o.","568420332","stk.smetana@atlas.cz","Moravské Budějovice","Třebíč","Vysočina"
"238",3731,7107,185,2.6,17,0.24,6905,97.16,NA,1.36,0.07,0,"OA, TRA, ZS","666 01","Tišnov","Za Mlýnem 5","KORAL s.r.o.","549411700","malaskova@koral.biz","Tišnov","Brno-venkov","Jihomoravský kraj"
"239",3732,7046,267,3.79,35,0.5,6744,95.71,NA,2.16,0.13,0.01,"OA, ZS","766 01","Valašské Klobouky","Brumovská 279","ORSÁK TK s.r.o.","577320330","atos-stk3732@volny.cz","Valašské Klobouky","Zlín","Zlínský kraj"
"240",3733,11505,955,8.3,90,0.78,10460,90.92,NA,2.56,0.2,0.01,"OA, TRA, ZS","592 14","Nové Veselí","Žďárská 311","STK Nové Veselí, s.r.o.","566667075","stk37.33@unet.cz","Žďár nad Sázavou","Žďár nad Sázavou","Vysočina"
"241",3734,7866,229,2.91,36,0.46,7601,96.63,NA,2.65,0.08,0.01,"OA, NA, TRA, ZS","691 44","Lednice","Nejdecká 719","STK AUTO LEDNICE s.r.o.","519340646","sbuzrla@autowozar.cz","Břeclav","Břeclav","Jihomoravský kraj"
"242",3735,5544,40,0.72,78,1.41,5426,97.87,NA,1.35,0.03,0.02,"OA, NA, TRA, ZS","665 01","Rosice","Brněnská 1242","BĚLOHRADSKÝ spol. s r.o.","546410475","stk3735@seznam.cz","Rosice","Brno-venkov","Jihomoravský kraj"
"243",3736,5257,400,7.61,53,1.01,4804,91.38,NA,2.44,0.21,0.01,"OA, TRA, ZS","678 01","Blansko","Poříčí 17","TOP 1 spol. s r.o.","516 410 510-1","stkblansko@iol.cz","Blansko","Blansko","Jihomoravský kraj"
"244",3737,9630,550,5.71,48,0.5,9032,93.79,NA,2.23,0.12,0.01,"OA, TRA, ZS","697 01","Kyjov","Boršovská 2622/91","STK Kyjov s.r.o","518615140","stkkyjov@wo.cz","Kyjov","Hodonín","Jihomoravský kraj"
"245",3738,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS","766 01","Valašské Klobouky","Brumovská 456","Střední odborné učiliště Valašské Klobouky","577320186","stk@souvk.cz","Valašské Klobouky","Zlín","Zlínský kraj"
"246",3739,5219,749,14.35,46,0.88,4424,84.77,NA,2.35,0.45,0.01,"OA, ZS","767 01","Kroměříž","Hulínská 3221","Dapas, a.s.","573345055","stk.dapas@seznam.cz","Kroměříž","Kroměříž","Zlínský kraj"
"247",3740,5117,410,8.01,51,1,4656,90.99,NA,1.87,0.2,0.02,"OA, ZS","698 26","Veselí nad Moravou","Masarykova 1663","ESTEKO a.s.","518324460","stkveseli@esteko.cz","Veselí nad Moravou","Hodonín","Jihomoravský kraj"
"248",3741,4906,339,6.91,25,0.51,4542,92.58,NA,4.11,0.25,0.01,"OA, TRA, ZS","675 71","Kralice nad Oslavou","Nad Kralickým kopcem 307","Pavel Dvořák","568620279","stkdvorak@gmail.com","Náměšť nad Oslavou","Třebíč","Vysočina"
"249",3742,3062,198,6.47,21,0.69,2843,92.85,NA,2.24,0.17,0.01,"OA, TRA","798 52","Konice","Vrchlického 349","STATEKON s.r.o.","582396048","statekon@tiscali.cz","Konice","Prostějov","Olomoucký kraj"
"250",3743,6704,954,14.23,56,0.84,5694,84.93,NA,3,0.54,0.01,"OA, TRA, ZS","769 01","Holešov","Palackého 464","TEST-CAR Holešov spol. s.r.o.","573394642","miroslavbelli@tiscali.cz","Holešov","Kroměříž","Zlínský kraj"
"251",3744,8476,363,4.28,73,0.86,8040,94.86,NA,2.72,0.16,0.01,"OA, ZS","686 04","Kunovice","Náměstí Svobody 578","STK Kunovice s.r.o.","572548548","stkkunovice@stkkunovice.cz","Uherské Hradiště","Uherské Hradiště","Zlínský kraj"
"252",3745,6681,358,5.36,35,0.52,6288,94.12,NA,2.6,0.23,0.01,"OA, TRA, ZS","756 61","Rožnov pod Radhoštěm","Tvarůžkova 2491","STK Rožnov, s.r.o.","571613421","stkroznov@stkroznov.cz","Rožnov pod Radhoštěm","Vsetín","Zlínský kraj"
"253",3746,5875,472,8.03,17,0.29,5386,91.68,NA,2.89,0.2,0,"OA, ZS","675 52","Lipník","Dolní Vilémovice 148","STK Dolní Vilémovice, s.r.o.","568862060","info@stkvilemovice.cz","Třebíč","Třebíč","Vysočina"
"254",3747,5072,242,4.77,10,0.2,4820,95.03,NA,2.13,0.12,0,"OA, ZS","691 23","Pohořelice","Brněnská 1019","Ing. Pavel Kurimai","602 736 275, 519 424 710","stk-kurimai@volny.cz","Pohořelice","Brno-venkov","Jihomoravský kraj"
"255",3748,4686,186,3.97,30,0.64,4470,95.39,NA,2.1,0.14,0.01,"OA, NA, TRA, ZS","682 01","Vyškov","Průmyslová 591/1","Stavební konstrukce Vyškov a.s.","517341956","cerny@stk-vyskov.cz","Vyškov","Vyškov","Jihomoravský kraj"
"256",3749,4208,341,8.1,17,0.4,3850,91.49,NA,2.34,0.21,0.01,"OA, ZS","672 01","Moravský Krumlov","Okružní 399","STK Moravský Krumlov s.r.o.","515321305","stk@stk-mk.cz","Moravský Krumlov","Znojmo","Jihomoravský kraj"
"257",3751,0,0,0,0,0,0,0,NA,0,0,0,"TRA","669 02","Dobšice u Znojma","Brněnská 339","Autocentrum Renault, Peugeot, Volkswagen s.r.o.","537020666","STK.3751@seznam.cz","Znojmo","Znojmo","Jihomoravský kraj"
"258",3752,3887,606,15.59,38,0.98,3243,83.43,NA,1.97,0.58,0.02,"OA, ZS","674 01","Třebíč","Na Nivkách 305","STK Automoto TŘEBÍČ s.r.o.","568 821 680","info@stk-trebic.cz","Třebíč","Třebíč","Vysočina"
"259",3753,6227,840,13.49,160,2.57,5227,83.94,NA,2.83,0.5,0.04,"OA, TRA, ZS","588 56","Telč","Radkovská 230","Opravny Telč, a.s.","567213005","stk@opravnytelc.cz","Telč","Jihlava","Vysočina"
"260",3754,16269,546,3.36,22,0.14,15701,96.51,NA,2.49,0.07,0,"OA, ZS","619 00","Brno","Vídeňská 267/106d","STK BRNO s.r.o.","547 212 875, 547 212 884","stkbrno@seznam.cz","Brno-město","Brno-město","Jihomoravský kraj"
"261",3755,8633,687,7.96,106,1.23,7840,90.81,NA,4.44,0.28,0.01,"OA, ZS","588 34","Dlouhá Brtnice","Dlouhá Brtnice 165","AUTOCONTROL, spol. s r.o.","567210627","info@autocontrol.cz","Jihlava","Jihlava","Vysočina"
"262",3756,4423,177,4,22,0.5,4224,95.5,NA,1.73,0.09,0.01,"OA, NA, TRA, ZS","625 00","Brno","Jihlavská 29","BĚLOHRADSKÝ spol. s r.o.","547 211 202","stk3756@seznam.cz","Brno-město","Brno-město","Jihomoravský kraj"
"263",3757,6922,348,5.03,59,0.85,6515,94.12,NA,1.42,0.15,0.01,"OA, NA, TRA, ZS","627 00","Brno","Řípská 11e","STK SLATINA, a.s.","533440180","stk@stkslatina.cz","Brno-město","Brno-město","Jihomoravský kraj"
"264",3758,4731,330,6.98,38,0.8,4363,92.22,NA,1.67,0.14,0.01,"OA, ZS","664 51","Jiříkovice","Rohlenka 250","STK Jiříkovice s.r.o.","544212101","stkjirikovice@powercars.cz","Šlapanice","Brno-venkov","Jihomoravský kraj"
"265",3759,4377,295,6.74,62,1.42,4020,91.84,NA,1.48,0.2,0.02,"OA, ZS","664 17","Tetčice","Palackého 379","DAJAN spol. s r.o.","546213856","stktetcice@seznam.cz","Rosice","Brno-venkov","Jihomoravský kraj"
"266",3760,1057,37,3.5,23,2.18,997,94.32,NA,2.18,0.09,0.02,"OA","664 84","Zbraslav","Zbraslav 448","Stanislav Pelant","546213323","pelantstanislav@seznam.cz","Rosice","Brno-venkov","Jihomoravský kraj"
"267",3761,8106,164,2.02,34,0.42,7908,97.56,NA,1.85,0.04,0.01,"OA, ZS","619 00","Brno","K terminálu 700/1","STK Heršpice s.r.o.","543213549","stkherspice@seznam.cz","Brno-město","Brno-město","Jihomoravský kraj"
"268",3762,4945,252,5.1,11,0.22,4682,94.68,NA,2.29,0.13,0,"OA, ZS","664 42","Modřice","Brněnská 404","STK MODŘICE s.r.o.","547212847","stk@stkmodrice.cz","Šlapanice","Brno-venkov","Jihomoravský kraj"
"269",3763,3288,288,8.76,10,0.3,2990,90.94,NA,4.89,0.32,0.01,"OA, ZS","586 01","Jihlava","Žižkova 5428/120","Lenka Hosová","567212919","stk.jihlava@iex.cz","Jihlava","Jihlava","Vysočina"
"270",3764,2902,339,11.68,98,3.38,2465,84.94,NA,2.54,0.45,0.05,"OA, TRA, ZS","675 21","Okříšky","Jihlavská 595","TZ Auto, s.r.o.","564034836","info@stkokrisky.cz","Třebíč","Třebíč","Vysočina"
"271",3765,4508,228,5.06,4,0.09,4276,94.85,NA,1.57,0.11,0,"OA, NA, TRA, ZS","669 02","Jihlava","Mlýnská 60","BĚLOHRADSKÝ spol. s r.o.","567213645","stk3765@seznam.cz","Jihlava","Jihlava","Vysočina"
"272",3766,15898,1164,7.32,71,0.45,14663,92.23,NA,4.23,0.23,0.01,"OA, NA, TRA, ZS","669 02","Znojmo","Dobšická 2483/6","STK Znojmo, s.r.o.","515230688","stk.znojmo@psota-znojmo.cz","Znojmo","Znojmo","Jihomoravský kraj"
"273",3767,4750,514,10.82,51,1.07,4185,88.11,NA,1.64,0.3,0.02,"OA, ZS","765 02","Otrokovice","Letiště 1894","HESPO s.r.o.","577106006","stk.otrokovice@seznam.cz","Otrokovice","Zlín","Zlínský kraj"
"274",3768,8709,632,7.26,27,0.31,8050,92.43,NA,2.11,0.28,0.01,"OA","763 12","Vizovice","Zlínská ulice 1160","STK CENTRUM VIZOVICE, s.r.o.","577018639","info@stk.vizovice","Vizovice","Zlín","Zlínský kraj"
"275",3769,5163,135,2.61,8,0.15,5020,97.23,NA,2.42,0.06,0,"OA","628 00","Brno - Líšeň","Trnkova 2785","AMEX spol. s r. o.","544213702","stk3769@seznam.cz","Brno-město","Brno-město","Jihomoravský kraj"
"276",3770,8710,313,3.59,23,0.26,8374,96.14,NA,2.64,0.07,0,"OA","618 00","Brno - Černovice","Olomoucká 1283/156c","INSPEKT CAR s.r.o.","603735482","inspektcar@seznam.cz","Brno-město","Brno-město","Jihomoravský kraj"
"277",3771,5485,454,8.28,82,1.49,4949,90.23,NA,1.82,0.22,0.02,"OA","686 05","Uherské Hradiště","Sokolovská 1792","STK Uherské Hradiště s.r.o.","608147151","info@stkuh.cz","Uherské Hradiště","Uherské Hradiště","Zlínský kraj"
"278",3772,5121,193,3.77,7,0.14,4921,96.09,NA,2.33,0.07,0,"OA","614 00","Brno - Černovice","Olomoucká ul. č.p. 1292","STK Olomoucká s.r.o.","773770055","stkolomoucka@seznam.cz","Brno-město","Brno-město","Jihomoravský kraj"
"279",3773,3616,225,6.22,9,0.25,3382,93.53,NA,2.55,0.18,0,"OA","690 02","Břeclav","Lidická 1711/3","STK-SME Břeclav s.r.o.","541210183","stk.breclav@psota-znojmo.cz","Břeclav","Břeclav","Jihomoravský kraj"
"280",3801,3991,394,9.87,241,6.04,3356,84.09,NA,0.98,0.24,0.09,"OA, ZS","790 01","Jeseník","Slunná 98","SLUŽBY BPK s.r.o.","584401332","stk@sluzby-bpk.cz","Jeseník","Jeseník","Olomoucký kraj"
"281",3802,3423,705,20.6,118,3.45,2600,75.96,NA,3.73,0.79,0.05,"OA, ZS","787 01","Šumperk","Zábřežská 658/73","ABA STKáčko s.r.o.","583 213 800, 583 217 477","abastk@spk.cz","Šumperk","Šumperk","Olomoucký kraj"
"282",3803,6033,252,4.18,96,1.59,5685,94.23,NA,1.63,0.12,0.02,"OA, ZS","785 01","Šternberk","Litovelská 14","ŠTERNBERSKÁ STK s.r.o.","585012674","stk.sternberk@volny.cz","Šternberk","Olomouc","Olomoucký kraj"
"283",3804,13113,349,2.66,68,0.52,12696,96.82,NA,2.15,0.1,0.01,"OA, TRA, ZS","779 00","Olomouc","Lazecká 70a","STK AUTOL OLOMOUC, s.r.o.","585222484","autolstk@volny.cz","Olomouc","Olomouc","Olomoucký kraj"
"284",3805,7312,482,6.59,35,0.48,6795,92.93,NA,1.79,0.25,0.01,"OA, ZS","738 02","Frýdek-Místek","Beskydská 2299","AD STK FRÝDEK-MÍSTEK","558 439 355, 558 644 973","adstk.fm@tiscali.cz","Frýdek-Místek","Frýdek-Místek","Moravskoslezský kraj"
"285",3806,0,0,0,0,0,0,0,NA,0,0,0,"NA, TRA, ZS","790 01","Jeseník","U Bělidla 3/926","PEMI CAR TEST, spol. s r.o.","584411104","pemi.car@tiscali.cz","Jeseník","Jeseník","Olomoucký kraj"
"286",3807,6,0,0,0,0,6,100,NA,5,0,0,"NA, TRA, ZS","787 01","Šumperk","Žerotínova 63","TESTCAR s.r.o.","583212821","sumperk@testcar.cz","Šumperk","Šumperk","Olomoucký kraj"
"287",3808,6801,237,3.48,10,0.15,6554,96.37,NA,2.34,0.13,0,"OA, ZS","702 00","Ostrava","Špálova 11","STK SAGITA spol. s r.o.","596136727","stksagitasro@volny.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"288",3809,6590,384,5.83,18,0.27,6188,93.9,NA,2.34,0.18,0.01,"OA, TRA, ZS","792 01","Bruntál","Krnovská 16a","STK START CENTRUM BRUNTÁL s.r.o.","723342400","prijem@stkbruntal.cz","Bruntál","Bruntál","Moravskoslezský kraj"
"289",3810,7758,377,4.86,44,0.57,7337,94.57,NA,1.66,0.13,0.01,"OA, NA, TRA, ZS","747 07","Opava","Slavkovská 39","DM BETA s.r.o.","553 625 056, 553 777 406","stk3810@centrum.cz","Opava","Opava","Moravskoslezský kraj"
"290",3811,3,0,0,0,0,3,100,NA,1.33,0,0,"NA, TRA, ZS","735 06","Karviná","Bohumínská 1876","TKLAS Karviná s.r.o.","596382202","tklas@volny.cz","Karviná","Karviná","Moravskoslezský kraj"
"291",3812,7,0,0,0,0,7,100,NA,0.29,0,0,"NA, TRA, ZS, ADR","750 13","Přerov","Lověšice 258/III","TESTCAR s.r.o.","581209536","prerov@testcar.cz","Přerov","Přerov","Olomoucký kraj"
"292",3813,4228,371,8.77,36,0.85,3821,90.37,NA,1.19,0.37,0.01,"OA, ZS","753 61","Hranice","Hranická 505","ELEKTRO-LUMEN, s.r.o.","581 699 426 - 7","stk@el-lumen.cz","Hranice","Přerov","Olomoucký kraj"
"293",3814,13260,511,3.85,18,0.14,12731,96.01,NA,2.8,0.12,0,"OA, NA, TRA, ZS","702 00","Ostrava","U Řeky 660","STK-Tajga, Hrabová, s.r.o.","596 734 052, 596 734 053","stk@stk-tajga.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"294",3815,8469,996,11.76,132,1.56,7341,86.68,NA,1.96,0.39,0.03,"OA, TRA, ZS","742 42","Šenov u Nového Jičína","Malostranská 579","STK RITZ s.r.o.","556 701 228, 556 720 116","info@stk-novyjicin.cz","Nový Jičín","Nový Jičín","Moravskoslezský kraj"
"295",3816,2,0,0,0,0,2,100,NA,0,0,0,"NA, TRA, ZS","742 21","Kopřivnice","Dělnická 831","TESTCAR s.r.o.","556802608","koprivnice@testcar.cz","Kopřivnice","Nový Jičín","Moravskoslezský kraj"
"296",3817,3,0,0,0,0,3,100,NA,2,0,0,"NA, TRA","757 01","Valašské Meziříčí","Palackého 220","TESTCAR s.r.o.","571621251","valmez@testcar.cz","Valašské Meziříčí","Vsetín","Zlínský kraj"
"297",3818,15,0,0,0,0,15,100,NA,0.33,0,0,"NA, TRA, ZS","779 00","Olomouc","Hamerská 883/5a","STK nákladních vozidel Olomouc s.r.o.","585311627","stk-olomouc@volny.cz","Olomouc","Olomouc","Olomoucký kraj"
"298",3819,8989,740,8.23,49,0.55,8200,91.22,NA,1.64,0.22,0.01,"OA, ZS","755 01","Vsetín","Bobrky 2270","CAR OK STK s.r.o.","571 411 024","carok.stk@tiscali.cz","Vsetín","Vsetín","Zlínský kraj"
"299",3820,4106,272,6.62,103,2.51,3731,90.87,NA,1.96,0.31,0.04,"OA, ZS","735 35","Horní Suchá","ul. 9. května 66","AUTO KLUB STONAVA v AČR","596422561","stk-3820@volny.cz","Havířov","Karviná","Moravskoslezský kraj"
"300",3821,5633,305,5.41,21,0.37,5307,94.21,NA,1.24,0.16,0.01,"OA, ZS","735 32","Rychvald","Bohumínská 1806","TEAM-MAAT, spol. s r.o.","596572214","stk3821@volny.cz","Bohumín","Karviná","Moravskoslezský kraj"
"301",3822,12,0,0,0,0,12,100,NA,1.42,0,0,"NA, TRA, ZS, ADR","739 25","Sviadnov","Ostravská 264","TESTCAR s.r.o.","558436315","sviadnov@testcar.cz","Frýdek-Místek","Frýdek-Místek","Moravskoslezský kraj"
"302",3823,8,0,0,0,0,8,100,NA,0.62,0,0,"NA, TRA, ZS, ADR","702 00","Ostrava","Vítkovická 3258/9","TESTCAR s.r.o.","596635264","ostrava@testcar.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"303",3824,5190,806,15.53,128,2.47,4256,82,NA,2.34,0.67,0.04,"OA, TRA, ZS","739 61","Třinec","Frýdecká 272","STK Třinec s.r.o.","558996141","stk-trinec@seznam.cz","Třinec","Frýdek-Místek","Moravskoslezský kraj"
"304",3825,4554,211,4.63,5,0.11,4338,95.26,NA,1.87,0.15,0,"OA, ZS","748 01","Hlučín","Markvartovická 7","STK-Ostrava s.r.o.","595 042 786","hlucin@stk-ostrava.cz","Hlučín","Opava","Moravskoslezský kraj"
"305",3826,6628,271,4.09,59,0.89,6298,95.02,NA,2.26,0.14,0.02,"OA, ZS","751 24","Přerov","Teličkova 35","KOVET spol. s r.o.","581 211 845, 581 702 314","kovet@volny.cz","Přerov","Přerov","Olomoucký kraj"
"306",3827,9728,415,4.27,79,0.81,9234,94.92,NA,1.65,0.17,0.02,"OA, NA, TRA, ZS","746 00","Opava","Těšínská 2868/37A","OP KONTROL spol. s r.o.","553609254","stk.vavra@tqm.cz","Opava","Opava","Moravskoslezský kraj"
"307",3828,6324,374,5.91,51,0.81,5899,93.28,NA,2.34,0.18,0.01,"OA, TRA, ZS","744 01","Frenštát pod Radhoštěm","Martinská čtvrť 1705","STK FREN s.r.o.","556836941","stkfren@seznam.cz","Frenštát pod Radhoštěm","Nový Jičín","Moravskoslezský kraj"
"308",3829,11158,763,6.84,24,0.22,10371,92.95,NA,2.08,0.19,0,"OA, ZS","722 00","Ostrava","Třebovická 5556/1b","STK - Ostrava s.r.o.","596 966 300","trebovice@stk-ostrava.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"309",3830,4318,362,8.38,53,1.23,3903,90.39,NA,0.93,0.24,0.02,"OA, TRA, ZS","794 01","Krnov","Ve Vrbině 4","VESTAP - výstavba domů a bytů s.r.o.","554611413","stkkrnov@seznam.cz","Krnov","Bruntál","Moravskoslezský kraj"
"310",3831,2112,297,14.06,25,1.18,1790,84.75,NA,2.61,0.5,0.02,"OA, NA, TRA, ZS","792 01","Bruntál","Zahradní 1925/44a","JV FOODS, spol. s r.o.","554713008","stk3831@seznam.cz","Bruntál","Bruntál","Moravskoslezský kraj"
"311",3832,3206,345,10.76,54,1.68,2807,87.55,NA,1.11,0.36,0.02,"OA, ZS","734 01","Karviná","Za Splavem 884","TKLAS Karviná, s.r.o.","596318844","tklas@volny.cz","Karviná","Karviná","Moravskoslezský kraj"
"312",3833,5557,232,4.17,21,0.38,5304,95.45,NA,1.46,0.13,0.01,"OA, ZS","735 41","Petřvald","Ostravská 1833","Jaroslav Janči, s.r.o.","596530300","info@stk-petrvald.cz","Orlová","Karviná","Moravskoslezský kraj"
"313",3834,10908,472,4.33,11,0.1,10425,95.57,NA,3,0.12,0,"OA, ZS","720 00","Ostrava","Krmelínská 13","STK - Ostrava s.r.o.","596728500","hrabova@stk-ostrava.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"314",3835,4185,301,7.19,100,2.39,3784,90.42,NA,3.26,0.26,0.04,"OA, ZS","789 01","Zábřeh","Na Křtaltě 37","František Nosálek - Franotrans","583411238","frano.trans@iol.cz, stk3835@seznam.cz","Zábřeh","Šumperk","Olomoucký kraj"
"315",3837,6893,392,5.69,13,0.19,6488,94.12,NA,2.86,0.19,0,"OA, ZS","742 91","Velké Albrechtice","Ostravská 309","Ester Kučerová","558272444","info@stk-bilovec.cz","Bílovec","Nový Jičín","Moravskoslezský kraj"
